"module name","license","repository"
"@babel/core@7.28.0","MIT","https://github.com/babel/babel"
"@babel/generator@7.28.3","MIT","https://github.com/babel/babel"
"@babel/helper-annotate-as-pure@7.27.3","MIT","https://github.com/babel/babel"
"@babel/helper-compilation-targets@7.27.2","MIT","https://github.com/babel/babel"
"@babel/helper-globals@7.28.0","MIT","https://github.com/babel/babel"
"@babel/helper-module-imports@7.27.1","MIT","https://github.com/babel/babel"
"@babel/helper-module-transforms@7.28.3","MIT","https://github.com/babel/babel"
"@babel/helper-split-export-declaration@7.24.7","MIT","https://github.com/babel/babel"
"@babel/helper-string-parser@7.27.1","MIT","https://github.com/babel/babel"
"@babel/helper-validator-identifier@7.27.1","MIT","https://github.com/babel/babel"
"@babel/helper-validator-option@7.27.1","MIT","https://github.com/babel/babel"
"@babel/helpers@7.28.3","MIT","https://github.com/babel/babel"
"@babel/parser@7.28.3","MIT","https://github.com/babel/babel"
"@babel/template@7.27.2","MIT","https://github.com/babel/babel"
"@babel/traverse@7.28.3","MIT","https://github.com/babel/babel"
"@babel/types@7.28.2","MIT","https://github.com/babel/babel"
"@braintree/sanitize-url@7.1.1","MIT","https://github.com/braintree/sanitize-url"
"@chevrotain/cst-dts-gen@11.0.3","Apache-2.0","https://github.com/Chevrotain/chevrotain"
"@chevrotain/gast@11.0.3","Apache-2.0","https://github.com/Chevrotain/chevrotain"
"@chevrotain/regexp-to-ast@11.0.3","Apache-2.0","https://github.com/Chevrotain/chevrotain"
"@chevrotain/types@11.0.3","Apache-2.0","https://github.com/Chevrotain/chevrotain"
"@chevrotain/utils@11.0.3","Apache-2.0","https://github.com/Chevrotain/chevrotain"
"@colors/colors@1.5.0","MIT","https://github.com/DABH/colors.js"
"@csstools/color-helpers@5.0.2","MIT-0","https://github.com/csstools/postcss-plugins"
"@csstools/css-calc@2.1.4","MIT","https://github.com/csstools/postcss-plugins"
"@csstools/css-color-parser@3.0.10","MIT","https://github.com/csstools/postcss-plugins"
"@csstools/css-parser-algorithms@3.0.5","MIT","https://github.com/csstools/postcss-plugins"
"@csstools/css-tokenizer@3.0.4","MIT","https://github.com/csstools/postcss-plugins"
"@ctrl/tinycolor@4.1.0","MIT","https://github.com/scttcper/tinycolor"
"@dicebear/adventurer-neutral@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/adventurer@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/avataaars-neutral@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/avataaars@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/big-ears-neutral@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/big-ears@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/big-smile@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/bottts-neutral@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/bottts@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/collection@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/core@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/croodles-neutral@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/croodles@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/dylan@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/fun-emoji@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/glass@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/icons@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/identicon@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/initials@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/lorelei-neutral@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/lorelei@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/micah@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/miniavs@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/notionists-neutral@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/notionists@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/open-peeps@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/personas@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/pixel-art-neutral@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/pixel-art@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/rings@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/shapes@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@dicebear/thumbs@9.2.4","MIT","https://github.com/dicebear/dicebear"
"@elementar-ui/components@0.6.0","MIT","https://github.com/elementarlabs/elementar-ui"
"@esbuild/win32-x64@0.25.5","MIT","https://github.com/evanw/esbuild"
"@iconify-json/circle-flags@1.2.8","MIT",""
"@iconify-json/ph@1.2.2","MIT",""
"@iconify/types@2.0.0","MIT","https://github.com/iconify/iconify"
"@iconify/utils@2.3.0","MIT","https://github.com/iconify/iconify"
"@inquirer/checkbox@4.2.1","MIT","https://github.com/SBoudrias/Inquirer.js"
"@inquirer/confirm@5.1.13","MIT","https://github.com/SBoudrias/Inquirer.js"
"@inquirer/core@10.1.15","MIT","https://github.com/SBoudrias/Inquirer.js"
"@inquirer/editor@4.2.17","MIT","https://github.com/SBoudrias/Inquirer.js"
"@inquirer/expand@4.0.17","MIT","https://github.com/SBoudrias/Inquirer.js"
"@inquirer/external-editor@1.0.1","MIT","https://github.com/SBoudrias/Inquirer.js"
"@inquirer/figures@1.0.13","MIT","https://github.com/SBoudrias/Inquirer.js"
"@inquirer/input@4.2.1","MIT","https://github.com/SBoudrias/Inquirer.js"
"@inquirer/number@3.0.17","MIT","https://github.com/SBoudrias/Inquirer.js"
"@inquirer/password@4.0.17","MIT","https://github.com/SBoudrias/Inquirer.js"
"@inquirer/prompts@7.6.0","MIT","https://github.com/SBoudrias/Inquirer.js"
"@inquirer/rawlist@4.1.5","MIT","https://github.com/SBoudrias/Inquirer.js"
"@inquirer/search@3.1.0","MIT","https://github.com/SBoudrias/Inquirer.js"
"@inquirer/select@4.3.1","MIT","https://github.com/SBoudrias/Inquirer.js"
"@inquirer/type@1.5.5","MIT","https://github.com/SBoudrias/Inquirer.js"
"@inquirer/type@3.0.8","MIT","https://github.com/SBoudrias/Inquirer.js"
"@isaacs/balanced-match@4.0.1","MIT","https://github.com/isaacs/balanced-match"
"@isaacs/brace-expansion@5.0.0","MIT",""
"@isaacs/cliui@8.0.2","ISC","https://github.com/yargs/cliui"
"@isaacs/fs-minipass@4.0.1","ISC","https://github.com/npm/fs-minipass"
"@istanbuljs/schema@0.1.3","MIT","https://github.com/istanbuljs/schema"
"@jridgewell/gen-mapping@0.3.13","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/remapping@2.3.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/resolve-uri@3.1.2","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/sourcemap-codec@1.5.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/trace-mapping@0.3.30","MIT","https://github.com/jridgewell/sourcemaps"
"@listr2/prompt-adapter-inquirer@2.0.22","MIT","https://github.com/listr2/listr2"
"@lmdb/lmdb-win32-x64@3.4.1","MIT","https://github.com/kriszyp/lmdb-js"
"@mermaid-js/parser@0.6.2","MIT","https://github.com/mermaid-js/mermaid"
"@modelcontextprotocol/sdk@1.13.3","MIT","https://github.com/modelcontextprotocol/typescript-sdk"
"@msgpackr-extract/msgpackr-extract-win32-x64@3.0.3","MIT","https://github.com/kriszyp/msgpackr-extract"
"@napi-rs/nice-win32-x64-msvc@1.1.1","MIT","https://github.com/Brooooooklyn/nice"
"@napi-rs/nice@1.1.1","MIT","https://github.com/Brooooooklyn/nice"
"@ngrx/signals@20.0.0","MIT","https://github.com/ngrx/platform"
"@ngrx/store@20.0.0","MIT","https://github.com/ngrx/platform"
"@npmcli/agent@3.0.0","ISC","https://github.com/npm/agent"
"@npmcli/fs@4.0.0","ISC","https://github.com/npm/fs"
"@npmcli/git@6.0.3","ISC","https://github.com/npm/git"
"@npmcli/installed-package-contents@3.0.0","ISC","https://github.com/npm/installed-package-contents"
"@npmcli/node-gyp@4.0.0","ISC","https://github.com/npm/node-gyp"
"@npmcli/package-json@6.2.0","ISC","https://github.com/npm/package-json"
"@npmcli/promise-spawn@8.0.2","ISC","https://github.com/npm/promise-spawn"
"@npmcli/redact@3.2.2","ISC","https://github.com/npm/redact"
"@npmcli/run-script@9.1.0","ISC","https://github.com/npm/run-script"
"@parcel/watcher-win32-x64@2.5.1","MIT","https://github.com/parcel-bundler/watcher"
"@parcel/watcher@2.5.1","MIT","https://github.com/parcel-bundler/watcher"
"@pkgjs/parseargs@0.11.0","MIT","https://github.com/pkgjs/parseargs"
"@popperjs/core@2.11.8","MIT","https://github.com/popperjs/popper-core"
"@remirror/core-constants@3.0.0","MIT","https://github.com/remirror/remirror"
"@rollup/rollup-win32-x64-msvc@4.44.1","MIT","https://github.com/rollup/rollup"
"@schematics/angular@20.1.6","MIT","https://github.com/angular/angular-cli"
"@sigstore/bundle@3.1.0","Apache-2.0","https://github.com/sigstore/sigstore-js"
"@sigstore/core@2.0.0","Apache-2.0","https://github.com/sigstore/sigstore-js"
"@sigstore/protobuf-specs@0.4.3","Apache-2.0","https://github.com/sigstore/protobuf-specs"
"@sigstore/sign@3.1.0","Apache-2.0","https://github.com/sigstore/sigstore-js"
"@sigstore/tuf@3.1.1","Apache-2.0","https://github.com/sigstore/sigstore-js"
"@sigstore/verify@2.1.1","Apache-2.0","https://github.com/sigstore/sigstore-js"
"@socket.io/component-emitter@3.1.2","MIT","https://github.com/socketio/emitter"
"@tailwindcss/node@4.1.12","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/oxide-win32-x64-msvc@4.1.12","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/oxide@4.1.12","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/postcss@4.1.12","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/typography@0.5.16","MIT","https://github.com/tailwindlabs/tailwindcss-typography"
"@tiptap/core@2.10.2","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-blockquote@2.26.1","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-bold@2.26.1","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-bubble-menu@2.10.2","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-bullet-list@2.26.1","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-code-block@2.10.2","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-code@2.26.1","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-document@2.26.1","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-dropcursor@2.10.2","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-floating-menu@2.10.2","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-gapcursor@2.26.1","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-hard-break@2.26.1","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-heading@2.26.1","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-history@2.10.2","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-horizontal-rule@2.10.3","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-image@2.10.2","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-italic@2.26.1","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-link@2.10.2","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-list-item@2.10.2","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-ordered-list@2.10.2","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-paragraph@2.26.1","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-placeholder@2.10.2","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-strike@2.26.1","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-text-style@2.26.1","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-text@2.26.1","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/extension-youtube@2.10.2","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/pm@2.10.2","MIT","https://github.com/ueberdosis/tiptap"
"@tiptap/starter-kit@2.10.2","MIT","https://github.com/ueberdosis/tiptap"
"@tufjs/canonical-json@2.0.0","MIT","https://github.com/theupdateframework/tuf-js"
"@tufjs/models@3.0.1","MIT","https://github.com/theupdateframework/tuf-js"
"@types/babel__core@7.20.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.27.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.28.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/body-parser@1.19.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect@3.4.38","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/cors@2.8.19","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-array@3.2.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-axis@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-brush@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-chord@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-color@3.1.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-contour@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-delaunay@6.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-dispatch@3.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-drag@3.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-dsv@3.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-ease@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-fetch@3.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-force@3.0.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-format@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-geo@3.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-hierarchy@3.1.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-interpolate@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-path@3.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-polygon@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-quadtree@3.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-random@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-scale-chromatic@3.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-scale@4.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-selection@3.0.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-shape@3.1.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-time-format@4.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-time@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-timer@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-transition@3.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-zoom@3.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3@7.4.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express-serve-static-core@5.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express@5.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/geojson@7946.0.16","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/http-errors@2.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jasmine@5.1.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/linkify-it@5.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/markdown-it@14.1.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdurl@2.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mime@1.3.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@20.19.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/qs@6.14.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/range-parser@1.2.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/send@0.17.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/serve-static@1.15.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/trusted-types@2.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@vitejs/plugin-basic-ssl@2.1.0","MIT","https://github.com/vitejs/vite-plugin-basic-ssl"
"@yarnpkg/lockfile@1.1.0","BSD-2-Clause","https://github.com/yarnpkg/yarn/blob/master/packages/lockfile"
"abbrev@3.0.1","ISC","https://github.com/npm/abbrev-js"
"accepts@1.3.8","MIT","https://github.com/jshttp/accepts"
"accepts@2.0.0","MIT","https://github.com/jshttp/accepts"
"acorn@8.15.0","MIT","https://github.com/acornjs/acorn"
"agent-base@7.1.4","MIT","https://github.com/TooTallNate/proxy-agents"
"ajv-formats@3.0.1","MIT","https://github.com/ajv-validator/ajv-formats"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ajv@8.17.1","MIT","https://github.com/ajv-validator/ajv"
"algoliasearch@5.32.0","MIT","https://github.com/algolia/algoliasearch-client-javascript"
"angular-gridster2@20.2.2","MIT","https://github.com/tiberiuzuld/angular-gridster2"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-escapes@7.0.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@6.1.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@6.2.1","MIT","https://github.com/chalk/ansi-styles"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"autoprefixer@10.4.21","MIT","https://github.com/postcss/autoprefixer"
"awesome-phonenumber@6.12.0","MIT","https://github.com/grantila/awesome-phonenumber"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"base64id@2.0.0","MIT","https://github.com/faeldt/base64id"
"beasties@0.3.4","Apache-2.0","https://github.com/danielroe/beasties"
"binary-extensions@2.3.0","MIT","https://github.com/sindresorhus/binary-extensions"
"body-parser@1.20.3","MIT","https://github.com/expressjs/body-parser"
"body-parser@2.2.0","MIT","https://github.com/expressjs/body-parser"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"brace-expansion@1.1.12","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.2","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"browserslist@4.25.2","MIT","https://github.com/browserslist/browserslist"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"bytes@3.1.2","MIT","https://github.com/visionmedia/bytes.js"
"cacache@19.0.1","ISC","https://github.com/npm/cacache"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"call-bound@1.0.4","MIT","https://github.com/ljharb/call-bound"
"caniuse-lite@1.0.30001735","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"chalk@5.5.0","MIT","https://github.com/chalk/chalk"
"chardet@2.1.0","MIT","https://github.com/runk/node-chardet"
"chevrotain-allstar@0.3.1","MIT","https://github.com/langium/chevrotain-allstar"
"chevrotain@11.0.3","Apache-2.0","https://github.com/Chevrotain/chevrotain"
"chokidar@3.6.0","MIT","https://github.com/paulmillr/chokidar"
"chokidar@4.0.3","MIT","https://github.com/paulmillr/chokidar"
"chownr@2.0.0","ISC","https://github.com/isaacs/chownr"
"chownr@3.0.0","BlueOak-1.0.0","https://github.com/isaacs/chownr"
"cli-cursor@5.0.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-spinners@2.9.2","MIT","https://github.com/sindresorhus/cli-spinners"
"cli-truncate@4.0.0","MIT","https://github.com/sindresorhus/cli-truncate"
"cli-width@4.1.0","ISC","https://github.com/knownasilya/cli-width"
"clipboard@2.0.11","MIT","https://github.com/zenorocha/clipboard.js"
"cliui@7.0.4","ISC","https://github.com/yargs/cliui"
"cliui@9.0.1","ISC","https://github.com/yargs/cliui"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"colorette@2.0.20","MIT","https://github.com/jorgebucaran/colorette"
"commander@7.2.0","MIT","https://github.com/tj/commander.js"
"commander@8.3.0","MIT","https://github.com/tj/commander.js"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"confbox@0.1.8","MIT","https://github.com/unjs/confbox"
"confbox@0.2.2","MIT","https://github.com/unjs/confbox"
"connect@3.7.0","MIT","https://github.com/senchalabs/connect"
"content-disposition@1.0.0","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.5","MIT","https://github.com/jshttp/content-type"
"convert-source-map@1.9.0","MIT","https://github.com/thlorenz/convert-source-map"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-signature@1.2.2","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.7.2","MIT","https://github.com/jshttp/cookie"
"cors@2.8.5","MIT","https://github.com/expressjs/cors"
"cose-base@1.0.3","MIT","https://github.com/iVis-at-Bilkent/cose-base"
"cose-base@2.2.0","MIT","https://github.com/iVis-at-Bilkent/cose-base"
"crelt@1.0.6","MIT","https://github.com/marijnh/crelt"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"css-select@5.2.2","BSD-2-Clause","https://github.com/fb55/css-select"
"css-what@6.2.2","BSD-2-Clause","https://github.com/fb55/css-what"
"cssesc@3.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssstyle@4.6.0","MIT","https://github.com/jsdom/cssstyle"
"custom-event@1.0.1","MIT","https://github.com/webmodules/custom-event"
"cytoscape-cose-bilkent@4.1.0","MIT","https://github.com/cytoscape/cytoscape.js-cose-bilkent"
"cytoscape-fcose@2.2.0","MIT","https://github.com/iVis-at-Bilkent/cytoscape.js-fcose"
"cytoscape@3.33.1","MIT","https://github.com/cytoscape/cytoscape.js"
"d3-array@2.12.1","BSD-3-Clause","https://github.com/d3/d3-array"
"d3-array@3.2.4","ISC","https://github.com/d3/d3-array"
"d3-axis@3.0.0","ISC","https://github.com/d3/d3-axis"
"d3-brush@3.0.0","ISC","https://github.com/d3/d3-brush"
"d3-chord@3.0.1","ISC","https://github.com/d3/d3-chord"
"d3-color@3.1.0","ISC","https://github.com/d3/d3-color"
"d3-contour@4.0.2","ISC","https://github.com/d3/d3-contour"
"d3-delaunay@6.0.4","ISC","https://github.com/d3/d3-delaunay"
"d3-dispatch@3.0.1","ISC","https://github.com/d3/d3-dispatch"
"d3-drag@3.0.0","ISC","https://github.com/d3/d3-drag"
"d3-dsv@3.0.1","ISC","https://github.com/d3/d3-dsv"
"d3-ease@3.0.1","BSD-3-Clause","https://github.com/d3/d3-ease"
"d3-fetch@3.0.1","ISC","https://github.com/d3/d3-fetch"
"d3-force@3.0.0","ISC","https://github.com/d3/d3-force"
